CodCliente,Fecha,FechaTS,Cantidad,FormaIngreso,Medida,Temporada,Sintetico
247,2012-12-29 00:00:00,2012-12-29,2.2,HUMEDO,LATAS,2,True
84,2012-12-29 00:00:00,2012-12-29,95.4,HUMEDO,LATAS,2,True
235,2012-12-29 00:00:00,2012-12-29,3.1,HUMEDO,LATAS,2,True
374,2012-12-29 00:00:00,2012-12-29,9.0,HUMEDO,LATAS,2,True
261,2012-12-29 00:00:00,2012-12-29,58.9,HUMEDO,LATAS,2,True
271,2012-12-30 00:00:00,2012-12-30,17.2,HUMEDO,LATAS,2,True
235,2012-12-30 00:00:00,2012-12-30,24.4,HUMEDO,LATAS,2,True
175,2012-12-30 00:00:00,2012-12-30,15.1,HUMEDO,LATAS,2,True
177,2012-12-30 00:00:00,2012-12-30,9.2,HUMEDO,LATAS,2,True
371,2012-12-30 00:00:00,2012-12-30,14.7,HUMEDO,LATAS,2,True
202,2012-12-30 00:00:00,2012-12-30,2.3,HUMEDO,LATAS,2,True
82,2012-12-30 00:00:00,2012-12-30,6.9,HUMEDO,LATAS,2,True
293,2012-12-30 00:00:00,2012-12-30,2.6,HUMEDO,LATAS,2,True
281,2012-12-30 00:00:00,2012-12-30,19.5,HUMEDO,LATAS,2,True
150,2012-12-30 00:00:00,2012-12-30,9.1,HUMEDO,LATAS,2,True
38,2012-12-30 00:00:00,2012-12-30,35.4,HUMEDO,LATAS,2,True
387,2012-12-30 00:00:00,2012-12-30,1.0,HUMEDO,LATAS,2,True
N003,2012-12-31 00:00:00,2012-12-31,63.1,HUMEDO,LATAS,2,True
228,2012-12-31 00:00:00,2012-12-31,32.9,HUMEDO,LATAS,2,True
233,2012-12-31 00:00:00,2012-12-31,115.1,HUMEDO,LATAS,2,True
349,2013-01-01 00:00:00,2013-01-01,13.1,HUMEDO,LATAS,2,True
344,2013-01-01 00:00:00,2013-01-01,46.2,HUMEDO,LATAS,2,True
38,2013-01-01 00:00:00,2013-01-01,48.3,HUMEDO,LATAS,2,True
237,2013-01-01 00:00:00,2013-01-01,2.4,HUMEDO,LATAS,2,True
85,2013-01-01 00:00:00,2013-01-01,115.0,HUMEDO,LATAS,2,True
N004,2013-01-01 00:00:00,2013-01-01,120.9,HUMEDO,LATAS,2,True
202,2013-01-02 00:00:00,2013-01-02,326.8,HUMEDO,LATAS,2,True
54,2013-01-02 00:00:00,2013-01-02,25.0,HUMEDO,LATAS,2,True
351,2013-01-02 00:00:00,2013-01-02,136.7,HUMEDO,LATAS,2,True
85,2013-01-03 00:00:00,2013-01-03,63.3,HUMEDO,LATAS,2,True
371,2013-01-03 00:00:00,2013-01-03,26.2,HUMEDO,LATAS,2,True
273,2013-01-03 00:00:00,2013-01-03,158.7,HUMEDO,LATAS,2,True
374,2013-01-03 00:00:00,2013-01-03,59.0,HUMEDO,LATAS,2,True
17,2013-01-03 00:00:00,2013-01-03,238.3,HUMEDO,LATAS,2,True
246,2013-01-03 00:00:00,2013-01-03,11.0,HUMEDO,LATAS,2,True
382,2013-01-03 00:00:00,2013-01-03,22.4,HUMEDO,LATAS,2,True
380,2013-01-04 00:00:00,2013-01-04,24.8,HUMEDO,LATAS,2,True
338,2013-01-04 00:00:00,2013-01-04,34.0,HUMEDO,LATAS,2,True
177,2013-01-04 00:00:00,2013-01-04,32.8,HUMEDO,LATAS,2,True
277,2013-01-04 00:00:00,2013-01-04,4.9,HUMEDO,LATAS,2,True
46,2013-01-04 00:00:00,2013-01-04,69.8,HUMEDO,LATAS,2,True
82,2013-01-04 00:00:00,2013-01-04,18.9,HUMEDO,LATAS,2,True
N005,2013-01-04 00:00:00,2013-01-04,106.9,SECO,LATAS,2,True
N008,2013-01-04 00:00:00,2013-01-04,21.4,HUMEDO,LATAS,2,True
N009,2013-01-04 00:00:00,2013-01-04,40.5,HUMEDO,LATAS,2,True
79,2013-01-04 00:00:00,2013-01-04,36.0,HUMEDO,LATAS,2,True
56,2013-01-04 00:00:00,2013-01-04,322.8,HUMEDO,LATAS,2,True
48,2013-01-04 00:00:00,2013-01-04,271.2,HUMEDO,LATAS,2,True
N014,2013-01-05 00:00:00,2013-01-05,587.5,HUMEDO,LATAS,2,True
261,2013-01-05 00:00:00,2013-01-05,11.5,HUMEDO,LATAS,2,True
356,2013-01-05 00:00:00,2013-01-05,230.8,HUMEDO,LATAS,2,True
375,2013-01-06 00:00:00,2013-01-06,110.8,HUMEDO,LATAS,2,True
332,2013-01-06 00:00:00,2013-01-06,193.2,HUMEDO,LATAS,2,True
N005,2013-01-06 00:00:00,2013-01-06,51.3,HUMEDO,LATAS,2,True
368,2013-01-07 00:00:00,2013-01-07,60.4,HUMEDO,LATAS,2,True
137,2013-01-07 00:00:00,2013-01-07,38.8,HUMEDO,LATAS,2,True
401,2013-01-07 00:00:00,2013-01-07,71.4,HUMEDO,LATAS,2,True
N009,2013-01-07 00:00:00,2013-01-07,297.0,HUMEDO,LATAS,2,True
387,2013-01-07 00:00:00,2013-01-07,43.7,HUMEDO,LATAS,2,True
261,2013-01-07 00:00:00,2013-01-07,65.0,HUMEDO,LATAS,2,True
43,2013-01-08 00:00:00,2013-01-08,18.1,HUMEDO,LATAS,2,True
83,2013-01-08 00:00:00,2013-01-08,3.4,HUMEDO,LATAS,2,True
190,2013-01-08 00:00:00,2013-01-08,215.0,HUMEDO,LATAS,2,True
291,2013-01-08 00:00:00,2013-01-08,40.8,HUMEDO,LATAS,2,True
261,2013-01-08 00:00:00,2013-01-08,2.5,HUMEDO,LATAS,2,True
N003,2013-01-08 00:00:00,2013-01-08,36.1,HUMEDO,LATAS,2,True
48,2013-01-08 00:00:00,2013-01-08,267.0,HUMEDO,LATAS,2,True
N008,2013-01-09 00:00:00,2013-01-09,63.7,HUMEDO,LATAS,2,True
271,2013-01-09 00:00:00,2013-01-09,14.6,HUMEDO,LATAS,2,True
85,2013-01-09 00:00:00,2013-01-09,11.5,HUMEDO,LATAS,2,True
368,2013-01-09 00:00:00,2013-01-09,90.1,HUMEDO,LATAS,2,True
7,2013-01-09 00:00:00,2013-01-09,41.6,HUMEDO,LATAS,2,True
236,2013-01-09 00:00:00,2013-01-09,299.9,HUMEDO,LATAS,2,True
114,2013-01-09 00:00:00,2013-01-09,7.6,HUMEDO,LATAS,2,True
N004,2013-01-10 00:00:00,2013-01-10,19.0,HUMEDO,LATAS,2,True
N005,2013-01-10 00:00:00,2013-01-10,11.1,HUMEDO,LATAS,2,True
172,2013-01-10 00:00:00,2013-01-10,73.4,SECO,LATAS,2,True
N002,2013-01-10 00:00:00,2013-01-10,24.5,SECO,LATAS,2,True
33,2013-01-10 00:00:00,2013-01-10,25.4,HUMEDO,LATAS,2,True
395,2013-01-10 00:00:00,2013-01-10,277.3,HUMEDO,LATAS,2,True
N016,2013-01-10 00:00:00,2013-01-10,22.3,HUMEDO,LATAS,2,True
237,2013-01-10 00:00:00,2013-01-10,9.9,HUMEDO,LATAS,2,True
382,2013-01-11 00:00:00,2013-01-11,169.9,HUMEDO,LATAS,2,True
396,2013-01-11 00:00:00,2013-01-11,183.5,HUMEDO,LATAS,2,True
7,2013-01-11 00:00:00,2013-01-11,606.6,HUMEDO,LATAS,2,True
226,2013-01-11 00:00:00,2013-01-11,219.1,HUMEDO,LATAS,2,True
173,2013-01-11 00:00:00,2013-01-11,128.1,HUMEDO,LATAS,2,True
354,2013-01-12 00:00:00,2013-01-12,38.8,HUMEDO,LATAS,2,True
83,2013-01-12 00:00:00,2013-01-12,1.0,HUMEDO,LATAS,2,True
172,2013-01-12 00:00:00,2013-01-12,42.7,HUMEDO,LATAS,2,True
82,2013-01-12 00:00:00,2013-01-12,281.6,HUMEDO,LATAS,2,True
N006,2013-01-12 00:00:00,2013-01-12,217.3,HUMEDO,LATAS,2,True
236,2013-01-12 00:00:00,2013-01-12,7.5,HUMEDO,LATAS,2,True
396,2013-01-12 00:00:00,2013-01-12,106.0,HUMEDO,LATAS,2,True
310,2013-01-13 00:00:00,2013-01-13,193.7,HUMEDO,LATAS,2,True
399,2013-01-13 00:00:00,2013-01-13,252.0,HUMEDO,LATAS,2,True
373,2013-01-13 00:00:00,2013-01-13,126.8,HUMEDO,LATAS,2,True
344,2013-01-13 00:00:00,2013-01-13,126.1,HUMEDO,LATAS,2,True
38,2013-01-13 00:00:00,2013-01-13,387.5,HUMEDO,LATAS,2,True
374,2013-01-14 00:00:00,2013-01-14,138.3,HUMEDO,LATAS,2,True
382,2013-01-14 00:00:00,2013-01-14,19.2,HUMEDO,LATAS,2,True
237,2013-01-14 00:00:00,2013-01-14,32.5,HUMEDO,LATAS,2,True
17,2013-01-14 00:00:00,2013-01-14,38.9,HUMEDO,LATAS,2,True
255,2013-01-14 00:00:00,2013-01-14,15.1,HUMEDO,LATAS,2,True
364,2013-01-14 00:00:00,2013-01-14,160.0,HUMEDO,LATAS,2,True
233,2013-01-14 00:00:00,2013-01-14,98.6,HUMEDO,LATAS,2,True
293,2013-01-14 00:00:00,2013-01-14,48.8,HUMEDO,LATAS,2,True
N004,2013-01-14 00:00:00,2013-01-14,14.4,HUMEDO,LATAS,2,True
276,2013-01-15 00:00:00,2013-01-15,37.9,HUMEDO,LATAS,2,True
249,2013-01-15 00:00:00,2013-01-15,24.8,HUMEDO,LATAS,2,True
N002,2013-01-15 00:00:00,2013-01-15,985.5,HUMEDO,LATAS,2,True
261,2013-01-16 00:00:00,2013-01-16,223.3,HUMEDO,LATAS,2,True
350,2013-01-16 00:00:00,2013-01-16,94.6,HUMEDO,LATAS,2,True
84,2013-01-16 00:00:00,2013-01-16,62.6,HUMEDO,LATAS,2,True
375,2013-01-16 00:00:00,2013-01-16,15.3,HUMEDO,LATAS,2,True
127,2013-01-16 00:00:00,2013-01-16,325.8,HUMEDO,LATAS,2,True
276,2013-01-17 00:00:00,2013-01-17,266.6,HUMEDO,LATAS,2,True
157,2013-01-17 00:00:00,2013-01-17,182.2,HUMEDO,LATAS,2,True
17,2013-01-17 00:00:00,2013-01-17,27.8,HUMEDO,LATAS,2,True
247,2013-01-17 00:00:00,2013-01-17,33.5,HUMEDO,LATAS,2,True
282,2013-01-17 00:00:00,2013-01-17,241.9,HUMEDO,LATAS,2,True
N005,2013-01-17 00:00:00,2013-01-17,36.8,HUMEDO,LATAS,2,True
261,2013-01-17 00:00:00,2013-01-17,52.1,HUMEDO,LATAS,2,True
7,2013-01-17 00:00:00,2013-01-17,61.1,HUMEDO,LATAS,2,True
124,2013-01-17 00:00:00,2013-01-17,349.2,HUMEDO,LATAS,2,True
190,2013-01-18 00:00:00,2013-01-18,54.6,HUMEDO,LATAS,2,True
193,2013-01-18 00:00:00,2013-01-18,41.9,HUMEDO,LATAS,2,True
43,2013-01-18 00:00:00,2013-01-18,46.5,HUMEDO,LATAS,2,True
N013,2013-01-18 00:00:00,2013-01-18,50.3,HUMEDO,LATAS,2,True
246,2013-01-18 00:00:00,2013-01-18,21.8,HUMEDO,LATAS,2,True
N009,2013-01-18 00:00:00,2013-01-18,3.1,HUMEDO,LATAS,2,True
293,2013-01-18 00:00:00,2013-01-18,92.2,HUMEDO,LATAS,2,True
202,2013-01-18 00:00:00,2013-01-18,579.7,HUMEDO,LATAS,2,True
294,2013-01-18 00:00:00,2013-01-18,15.6,HUMEDO,LATAS,2,True
251,2013-01-19 00:00:00,2013-01-19,13.7,HUMEDO,LATAS,2,True
272,2013-01-19 00:00:00,2013-01-19,100.8,HUMEDO,LATAS,2,True
368,2013-01-19 00:00:00,2013-01-19,98.4,HUMEDO,LATAS,2,True
N001,2013-01-19 00:00:00,2013-01-19,158.1,HUMEDO,LATAS,2,True
23,2013-01-19 00:00:00,2013-01-19,75.7,HUMEDO,LATAS,2,True
354,2013-01-19 00:00:00,2013-01-19,1.0,HUMEDO,LATAS,2,True
29,2013-01-20 00:00:00,2013-01-20,93.6,HUMEDO,LATAS,2,True
200,2013-01-20 00:00:00,2013-01-20,24.9,HUMEDO,LATAS,2,True
246,2013-01-20 00:00:00,2013-01-20,8.0,HUMEDO,LATAS,2,True
47,2013-01-20 00:00:00,2013-01-20,11.6,HUMEDO,LATAS,2,True
347,2013-01-20 00:00:00,2013-01-20,183.1,HUMEDO,LATAS,2,True
310,2013-01-20 00:00:00,2013-01-20,68.4,HUMEDO,LATAS,2,True
127,2013-01-21 00:00:00,2013-01-21,50.7,HUMEDO,LATAS,2,True
392,2013-01-21 00:00:00,2013-01-21,18.1,HUMEDO,LATAS,2,True
332,2013-01-21 00:00:00,2013-01-21,25.5,HUMEDO,LATAS,2,True
N014,2013-01-21 00:00:00,2013-01-21,252.8,HUMEDO,LATAS,2,True
365,2013-01-21 00:00:00,2013-01-21,95.5,HUMEDO,LATAS,2,True
N003,2013-01-21 00:00:00,2013-01-21,152.6,HUMEDO,LATAS,2,True
227,2013-01-21 00:00:00,2013-01-21,36.2,HUMEDO,LATAS,2,True
300,2013-01-22 00:00:00,2013-01-22,17.2,HUMEDO,LATAS,2,True
238,2013-01-22 00:00:00,2013-01-22,41.7,HUMEDO,LATAS,2,True
230,2013-01-22 00:00:00,2013-01-22,17.2,HUMEDO,LATAS,2,True
N013,2013-01-22 00:00:00,2013-01-22,44.0,HUMEDO,LATAS,2,True
N007,2013-01-22 00:00:00,2013-01-22,111.9,HUMEDO,LATAS,2,True
289,2013-01-22 00:00:00,2013-01-22,137.8,HUMEDO,LATAS,2,True
277,2013-01-22 00:00:00,2013-01-22,229.1,HUMEDO,LATAS,2,True
387,2013-01-23 00:00:00,2013-01-23,234.8,HUMEDO,LATAS,2,True
82,2013-01-23 00:00:00,2013-01-23,33.2,HUMEDO,LATAS,2,True
N016,2013-01-23 00:00:00,2013-01-23,65.8,HUMEDO,LATAS,2,True
157,2013-01-23 00:00:00,2013-01-23,94.4,HUMEDO,LATAS,2,True
291,2013-01-23 00:00:00,2013-01-23,19.8,HUMEDO,LATAS,2,True
17,2013-01-24 00:00:00,2013-01-24,85.0,HUMEDO,LATAS,2,True
29,2013-01-24 00:00:00,2013-01-24,9.4,HUMEDO,LATAS,2,True
N016,2013-01-24 00:00:00,2013-01-24,50.3,HUMEDO,LATAS,2,True
175,2013-01-24 00:00:00,2013-01-24,96.5,HUMEDO,LATAS,2,True
235,2013-01-24 00:00:00,2013-01-24,42.7,HUMEDO,LATAS,2,True
338,2013-01-24 00:00:00,2013-01-24,85.9,HUMEDO,LATAS,2,True
219,2013-01-24 00:00:00,2013-01-24,38.7,HUMEDO,LATAS,2,True
83,2013-01-24 00:00:00,2013-01-24,53.0,HUMEDO,LATAS,2,True
374,2013-01-24 00:00:00,2013-01-24,9.9,HUMEDO,LATAS,2,True
84,2013-01-24 00:00:00,2013-01-24,50.4,HUMEDO,LATAS,2,True
392,2013-01-24 00:00:00,2013-01-24,5.7,HUMEDO,LATAS,2,True
235,2013-01-25 00:00:00,2013-01-25,17.5,HUMEDO,LATAS,2,True
227,2013-01-25 00:00:00,2013-01-25,54.9,HUMEDO,LATAS,2,True
364,2013-01-25 00:00:00,2013-01-25,5.2,HUMEDO,LATAS,2,True
380,2013-01-25 00:00:00,2013-01-25,5.5,HUMEDO,LATAS,2,True
56,2013-01-25 00:00:00,2013-01-25,21.1,HUMEDO,LATAS,2,True
400,2013-01-25 00:00:00,2013-01-25,36.7,HUMEDO,LATAS,2,True
354,2013-01-25 00:00:00,2013-01-25,67.4,HUMEDO,LATAS,2,True
173,2013-01-25 00:00:00,2013-01-25,130.8,HUMEDO,LATAS,2,True
332,2013-01-25 00:00:00,2013-01-25,25.0,HUMEDO,LATAS,2,True
233,2013-01-25 00:00:00,2013-01-25,49.9,HUMEDO,LATAS,2,True
261,2013-01-25 00:00:00,2013-01-25,5.8,HUMEDO,LATAS,2,True
237,2013-01-25 00:00:00,2013-01-25,29.9,HUMEDO,LATAS,2,True
113,2013-01-25 00:00:00,2013-01-25,50.9,HUMEDO,LATAS,2,True
48,2013-01-25 00:00:00,2013-01-25,41.6,HUMEDO,LATAS,2,True
249,2013-01-26 00:00:00,2013-01-26,62.1,HUMEDO,LATAS,2,True
365,2013-01-26 00:00:00,2013-01-26,113.7,HUMEDO,LATAS,2,True
375,2013-01-26 00:00:00,2013-01-26,246.3,HUMEDO,LATAS,2,True
N002,2013-01-26 00:00:00,2013-01-26,564.8,HUMEDO,LATAS,2,True
236,2013-01-26 00:00:00,2013-01-26,482.6,HUMEDO,LATAS,2,True
48,2013-01-28 00:00:00,2013-01-28,391.3,HUMEDO,LATAS,2,True
56,2013-01-28 00:00:00,2013-01-28,241.3,HUMEDO,LATAS,2,True
157,2013-01-28 00:00:00,2013-01-28,145.0,HUMEDO,LATAS,2,True
17,2013-01-28 00:00:00,2013-01-28,81.3,HUMEDO,LATAS,2,True
23,2013-01-28 00:00:00,2013-01-28,90.0,HUMEDO,LATAS,2,True
33,2013-01-28 00:00:00,2013-01-28,136.8,HUMEDO,LATAS,2,True
261,2013-01-28 00:00:00,2013-01-28,79.3,HUMEDO,LATAS,2,True
281,2013-01-30 00:00:00,2013-01-30,131.5,HUMEDO,LATAS,2,True
N011,2013-01-30 00:00:00,2013-01-30,177.5,HUMEDO,LATAS,2,True
259,2013-01-30 00:00:00,2013-01-30,238.7,HUMEDO,LATAS,2,True
29,2013-01-30 00:00:00,2013-01-30,1.3,HUMEDO,LATAS,2,True
300,2013-01-30 00:00:00,2013-01-30,43.4,HUMEDO,LATAS,2,True
56,2013-01-30 00:00:00,2013-01-30,133.7,HUMEDO,LATAS,2,True
365,2013-01-31 00:00:00,2013-01-31,1.1,HUMEDO,LATAS,2,True
127,2013-01-31 00:00:00,2013-01-31,42.8,HUMEDO,LATAS,2,True
293,2013-01-31 00:00:00,2013-01-31,2.2,HUMEDO,LATAS,2,True
193,2013-01-31 00:00:00,2013-01-31,17.9,HUMEDO,LATAS,2,True
351,2013-01-31 00:00:00,2013-01-31,53.9,HUMEDO,LATAS,2,True
119,2013-01-31 00:00:00,2013-01-31,112.8,HUMEDO,LATAS,2,True
157,2013-01-31 00:00:00,2013-01-31,3.9,HUMEDO,LATAS,2,True
29,2013-01-31 00:00:00,2013-01-31,148.3,HUMEDO,LATAS,2,True
N001,2013-01-31 00:00:00,2013-01-31,68.5,HUMEDO,LATAS,2,True
N011,2013-01-31 00:00:00,2013-01-31,11.0,HUMEDO,LATAS,2,True
124,2013-01-31 00:00:00,2013-01-31,7.4,HUMEDO,LATAS,2,True
379,2013-01-31 00:00:00,2013-01-31,32.4,HUMEDO,LATAS,2,True
N010,2013-01-31 00:00:00,2013-01-31,6.9,HUMEDO,LATAS,2,True
114,2013-02-01 00:00:00,2013-02-01,73.5,HUMEDO,LATAS,2,True
255,2013-02-01 00:00:00,2013-02-01,153.1,HUMEDO,LATAS,2,True
231,2013-02-01 00:00:00,2013-02-01,36.8,HUMEDO,LATAS,2,True
281,2013-02-01 00:00:00,2013-02-01,65.4,HUMEDO,LATAS,2,True
79,2013-02-02 00:00:00,2013-02-02,70.1,HUMEDO,LATAS,2,True
231,2013-02-02 00:00:00,2013-02-02,45.9,HUMEDO,LATAS,2,True
187,2013-02-02 00:00:00,2013-02-02,68.0,HUMEDO,LATAS,2,True
364,2013-02-02 00:00:00,2013-02-02,16.0,HUMEDO,LATAS,2,True
395,2013-02-02 00:00:00,2013-02-02,23.4,HUMEDO,LATAS,2,True
N015,2013-02-02 00:00:00,2013-02-02,155.4,HUMEDO,LATAS,2,True
356,2013-02-02 00:00:00,2013-02-02,25.0,HUMEDO,LATAS,2,True
N001,2013-02-03 00:00:00,2013-02-03,184.8,HUMEDO,LATAS,2,True
335,2013-02-03 00:00:00,2013-02-03,212.8,HUMEDO,LATAS,2,True
175,2013-02-03 00:00:00,2013-02-03,4.9,HUMEDO,LATAS,2,True
227,2013-02-03 00:00:00,2013-02-03,126.6,HUMEDO,LATAS,2,True
281,2013-02-03 00:00:00,2013-02-03,104.8,HUMEDO,LATAS,2,True
261,2013-02-04 00:00:00,2013-02-04,26.9,HUMEDO,LATAS,2,True
356,2013-02-04 00:00:00,2013-02-04,21.5,HUMEDO,LATAS,2,True
365,2013-02-04 00:00:00,2013-02-04,17.5,HUMEDO,LATAS,2,True
185,2013-02-04 00:00:00,2013-02-04,11.9,HUMEDO,LATAS,2,True
332,2013-02-04 00:00:00,2013-02-04,33.4,HUMEDO,LATAS,2,True
83,2013-02-04 00:00:00,2013-02-04,48.8,HUMEDO,LATAS,2,True
271,2013-02-04 00:00:00,2013-02-04,67.6,HUMEDO,LATAS,2,True
186,2013-02-04 00:00:00,2013-02-04,36.8,HUMEDO,LATAS,2,True
137,2013-02-04 00:00:00,2013-02-04,37.0,HUMEDO,LATAS,2,True
259,2013-02-04 00:00:00,2013-02-04,57.8,HUMEDO,LATAS,2,True
400,2013-02-04 00:00:00,2013-02-04,19.0,HUMEDO,LATAS,2,True
353,2013-02-04 00:00:00,2013-02-04,19.0,HUMEDO,LATAS,2,True
236,2013-02-05 00:00:00,2013-02-05,168.3,HUMEDO,LATAS,2,True
79,2013-02-05 00:00:00,2013-02-05,50.9,HUMEDO,LATAS,2,True
N010,2013-02-05 00:00:00,2013-02-05,37.3,HUMEDO,LATAS,2,True
272,2013-02-05 00:00:00,2013-02-05,1.2,HUMEDO,LATAS,2,True
N002,2013-02-05 00:00:00,2013-02-05,40.4,HUMEDO,LATAS,2,True
338,2013-02-05 00:00:00,2013-02-05,13.7,HUMEDO,LATAS,2,True
83,2013-02-05 00:00:00,2013-02-05,135.4,HUMEDO,LATAS,2,True
173,2013-02-05 00:00:00,2013-02-05,85.5,HUMEDO,LATAS,2,True
84,2013-02-06 00:00:00,2013-02-06,83.1,HUMEDO,LATAS,2,True
259,2013-02-06 00:00:00,2013-02-06,6.3,HUMEDO,LATAS,2,True
353,2013-02-06 00:00:00,2013-02-06,4.0,HUMEDO,LATAS,2,True
N004,2013-02-06 00:00:00,2013-02-06,108.5,HUMEDO,LATAS,2,True
127,2013-02-06 00:00:00,2013-02-06,122.3,HUMEDO,LATAS,2,True
338,2013-02-06 00:00:00,2013-02-06,25.9,HUMEDO,LATAS,2,True
48,2013-02-06 00:00:00,2013-02-06,35.7,HUMEDO,LATAS,2,True
137,2013-02-06 00:00:00,2013-02-06,40.2,HUMEDO,LATAS,2,True
N005,2013-02-08 00:00:00,2013-02-08,90.5,HUMEDO,LATAS,2,True
17,2013-02-08 00:00:00,2013-02-08,2.5,HUMEDO,LATAS,2,True
235,2013-02-08 00:00:00,2013-02-08,483.9,HUMEDO,LATAS,2,True
186,2013-02-08 00:00:00,2013-02-08,366.2,HUMEDO,LATAS,2,True
233,2013-02-09 00:00:00,2013-02-09,244.0,HUMEDO,LATAS,2,True
294,2013-02-09 00:00:00,2013-02-09,61.2,HUMEDO,LATAS,2,True
382,2013-02-09 00:00:00,2013-02-09,2.4,HUMEDO,LATAS,2,True
374,2013-02-09 00:00:00,2013-02-09,3.2,HUMEDO,LATAS,2,True
249,2013-02-09 00:00:00,2013-02-09,33.3,HUMEDO,LATAS,2,True
289,2013-02-09 00:00:00,2013-02-09,182.5,HUMEDO,LATAS,2,True
N009,2013-02-09 00:00:00,2013-02-09,84.4,HUMEDO,LATAS,2,True
177,2013-02-09 00:00:00,2013-02-09,65.7,HUMEDO,LATAS,2,True
395,2013-02-10 00:00:00,2013-02-10,391.3,HUMEDO,LATAS,2,True
219,2013-02-10 00:00:00,2013-02-10,21.4,HUMEDO,LATAS,2,True
N010,2013-02-10 00:00:00,2013-02-10,66.5,HUMEDO,LATAS,2,True
N002,2013-02-10 00:00:00,2013-02-10,51.2,HUMEDO,LATAS,2,True
118,2013-02-10 00:00:00,2013-02-10,326.4,HUMEDO,LATAS,2,True
291,2013-02-10 00:00:00,2013-02-10,5.3,HUMEDO,LATAS,2,True
382,2013-02-10 00:00:00,2013-02-10,50.8,HUMEDO,LATAS,2,True
54,2013-02-10 00:00:00,2013-02-10,12.0,HUMEDO,LATAS,2,True
282,2013-02-10 00:00:00,2013-02-10,1.0,HUMEDO,LATAS,2,True
251,2013-02-11 00:00:00,2013-02-11,181.3,HUMEDO,LATAS,2,True
54,2013-02-11 00:00:00,2013-02-11,26.3,HUMEDO,LATAS,2,True
375,2013-02-11 00:00:00,2013-02-11,11.0,HUMEDO,LATAS,2,True
273,2013-02-11 00:00:00,2013-02-11,28.8,HUMEDO,LATAS,2,True
353,2013-02-11 00:00:00,2013-02-11,80.8,HUMEDO,LATAS,2,True
228,2013-02-11 00:00:00,2013-02-11,11.7,HUMEDO,LATAS,2,True
371,2013-02-11 00:00:00,2013-02-11,4.9,HUMEDO,LATAS,2,True
350,2013-02-11 00:00:00,2013-02-11,84.7,HUMEDO,LATAS,2,True
187,2013-02-11 00:00:00,2013-02-11,74.9,HUMEDO,LATAS,2,True
380,2013-02-11 00:00:00,2013-02-11,66.7,HUMEDO,LATAS,2,True
124,2013-02-11 00:00:00,2013-02-11,27.9,HUMEDO,LATAS,2,True
373,2013-02-11 00:00:00,2013-02-11,62.4,HUMEDO,LATAS,2,True
226,2013-02-12 00:00:00,2013-02-12,62.3,HUMEDO,LATAS,2,True
157,2013-02-12 00:00:00,2013-02-12,85.6,HUMEDO,LATAS,2,True
276,2013-02-12 00:00:00,2013-02-12,2.6,HUMEDO,LATAS,2,True
119,2013-02-12 00:00:00,2013-02-12,61.2,HUMEDO,LATAS,2,True
400,2013-02-12 00:00:00,2013-02-12,2.9,HUMEDO,LATAS,2,True
353,2013-02-12 00:00:00,2013-02-12,72.1,HUMEDO,LATAS,2,True
271,2013-02-12 00:00:00,2013-02-12,53.2,HUMEDO,LATAS,2,True
202,2013-02-12 00:00:00,2013-02-12,15.9,HUMEDO,LATAS,2,True
253,2013-02-14 00:00:00,2013-02-14,62.9,HUMEDO,LATAS,2,True
233,2013-02-14 00:00:00,2013-02-14,25.3,HUMEDO,LATAS,2,True
380,2013-02-14 00:00:00,2013-02-14,10.8,HUMEDO,LATAS,2,True
N003,2013-02-14 00:00:00,2013-02-14,9.5,HUMEDO,LATAS,2,True
335,2013-02-14 00:00:00,2013-02-14,28.7,HUMEDO,LATAS,2,True
119,2013-02-14 00:00:00,2013-02-14,58.8,HUMEDO,LATAS,2,True
227,2013-02-14 00:00:00,2013-02-14,7.1,HUMEDO,LATAS,2,True
332,2013-02-14 00:00:00,2013-02-14,15.2,HUMEDO,LATAS,2,True
277,2013-02-14 00:00:00,2013-02-14,18.8,HUMEDO,LATAS,2,True
288,2013-02-14 00:00:00,2013-02-14,62.0,HUMEDO,LATAS,2,True
83,2013-02-15 00:00:00,2013-02-15,880.3,HUMEDO,LATAS,2,True
294,2013-02-15 00:00:00,2013-02-15,704.3,HUMEDO,LATAS,2,True
349,2013-02-16 00:00:00,2013-02-16,64.0,HUMEDO,LATAS,2,True
187,2013-02-16 00:00:00,2013-02-16,434.5,HUMEDO,LATAS,2,True
365,2013-02-17 00:00:00,2013-02-17,119.8,HUMEDO,LATAS,2,True
288,2013-02-17 00:00:00,2013-02-17,51.3,HUMEDO,LATAS,2,True
251,2013-02-17 00:00:00,2013-02-17,4.7,HUMEDO,LATAS,2,True
82,2013-02-17 00:00:00,2013-02-17,145.9,HUMEDO,LATAS,2,True
185,2013-02-17 00:00:00,2013-02-17,39.8,HUMEDO,LATAS,2,True
379,2013-02-17 00:00:00,2013-02-17,45.4,HUMEDO,LATAS,2,True
351,2013-02-18 00:00:00,2013-02-18,99.6,HUMEDO,LATAS,2,True
N014,2013-02-18 00:00:00,2013-02-18,154.9,HUMEDO,LATAS,2,True
236,2013-02-18 00:00:00,2013-02-18,89.0,HUMEDO,LATAS,2,True
230,2013-02-18 00:00:00,2013-02-18,337.1,HUMEDO,LATAS,2,True
228,2013-02-18 00:00:00,2013-02-18,75.3,HUMEDO,LATAS,2,True
